,tickers,company overview
1353,090360,"동사는 1999년 직각좌표로봇과 수직다관절로봇등 산업용로봇의 개발과 제조 및 판매업을 목적으로 설립됨. 2024년 1분기말 현재 동사의 주요주주는 LG전자(33.4%)임. 사업부문은 전방위 산업의 제조용 로봇 공급을 위한 Robot 사업 부문과 공정장비 및 로봇 기반의 자동화 솔루션을 제공하는 System Engineering 사업 부문으로 구분됨. 종속회사인 ROBOSTAR는 제조용 로봇을 중심으로 제품을 제조, 판매하고 있"
1354,108490,"동사는 1999년 3월 25일에 설립되어 서비스로봇 솔루션 및 로봇부품을 연구 개발, 생산 및 판매하고 있음. 핵심 기술은 자율주행로봇을 비롯한 서비스 로봇 구축 솔루션이며 크게는 로봇전용 액츄에이터(제품명:Dynamixel-다이나믹셀)와 이를 효과적으로 활용할 수 있는 지능형 소프트웨어로 구성되어 있음. 시스템 통합기술과 인공지능 기술의 강점을 이용하여 자율주행로봇을 신성장 동력사업으로 기획 및 추진하고 있음."
1355,900260,"동사와 연결종속회사의 주요 사업은 CAN 제어시스템을 기반으로 한 CAN bus 부문, 자동 에어컨디셔닝 등의 차량용 공조설비 부문、ZTE통신 가정용 정보단말 사업부문으로 구성. 실질적인 사업활동을 수행하는 자회사인 양주보싱테크놀로지발전유한회사(2005.04 설립), 강소로스웰전기유한회사(2006.04 설립)를 소유. 동사의 CAN bus 관련제품은 세단, 트럭 및 승객용 버스에 사용되고 있음."
1356,067730,"동사는 전산장비 유지보수 용역, 전산장비 판매, VAN서비스 대행용역 사업을 영위하고 있으며 13개의 계열회사가 있음. 전산장비 유지보수 사업은 금융권과 공공기관의 전산장비 유지보수 부문으로 분류할 수 있고, 통합/개별 유지보수를 수행함. 전산장비 판매사업은 주로 금융권 및 공공기관의 전산장비 입찰을 수주하여 장비설치 형태로 사업을 수행함. VAN서비스 대행사업은 VAN사 및 금융기관365코너의 현금자동입출금기 대행관리를 수행함."
1357,071280,"동사는 TFT-LCD 및 반도체 제조 장비 제작을 주 영업목적으로 1997년 11월 1일 설립되었으며, 2003년 11월 코스닥증권시장에 상장한 주권상장법인임. FPD 및 반도체 제조 장비를 생산 판매하고 있으며, FPD 및 반도체 생산용 이송장비 및 Laser Glass Cutting Machine장비등을 개발 공급하고있음. 주요 거래선은 삼성전자, 삼성디스플레이 등이며, 고객사양에 의한 주문생산 판매방식임."
1358,328130,"동사의 상호는 설립시 클디였으며, 2015년 10월 20일 상호를 현재의 루닛으로 변경함. 동사는 현재 딥러닝 기술을 통해 인간의 시각적 한계를 보완하는 판독 보조(AI-assisted detection) 솔루션을 개발하여 상용화하였음. 주요 제품 및 서비스로는 암 진단 관련 영상 판독 보조 솔루션인 Lunit INSIGHT와 암 치료 관련 이미징 바이오마커 솔루션인 Lunit SCOPE이 있음."
1359,038060,"사업부문은 LED사업부문, LGP사업부문, 자동차 전장사업 부문, 금융업으로 구분할 수 있음. 동사는 LED 소자를 비롯하여 LED 소자를 이용한 BLU일반조명군, 모듈제품군 등의 각종 어플리케이션을 개발 및 생산 판매하고 있음. LGP 사업분야는 LED BLU수요 증가 및 해당 사업의 시너지 극대화를 위하여 2009년 진출하였으며 LED TV시장의 성장성에 맞춰 지속적인 투자와 성장을 이루어왔음."
1360,474170,"우주산업에서 주야간 전천후 지구관측이 가능한 SAR 위성시스템과 위성 영상/정보 서비스, 인공위성 관련 전장품 그리고 우주기술을 활용한 민수장치인 대형 선박용 솔레노이드 제조를 수행함. 위성제조 분야에서 대한민국 인공위성의 다양한 기술과 전장품들의 국산화를 이루어냄. 최근에는 독자기술로 누리호 3차 부탑재위성인 LUMIR-T1을 발사를 민간기업 최초로 성공적으로 수행하였음."
1361,141080,"동사는 합성신약 연구개발 목적으로 2006년 5월에 설립되어 2013년 5월 코스닥시장에 상장됨. 동사는 의약화학 기반의 차별적 장점을 바탕으로 시장의 Unmet Needs가 큰 ADC, 면역항암제, 항생제, 항섬유화제 등의 분야에 연구개발 역량을 집중하고 있음. 주요 사업영역은 신약연구개발 분야에서 ADC(Antibody-Drug Conjugates: 항체-약물-결합체)와 합성신약분야 그리고 의료기기, 의료용 소모품 판매사업임."
1362,058470,동사는 1978년 설립되어 현재 검사용 프로브와 반도체 검사용 소켓을 제조 및 판매하는 사업과 초음파 진단기 등에 적용되는 의료기기 부품을 제조 및 판매하는 사업을 영위하고 있음. 반도체 테스트 팩키지용 장비의 소모성 부품인 IC TEST SOCKET류와 반도체나 인쇄회로기판의 전기적 불량여부를 체크하는 소모성 부품인 리노 PIN류를 생산함. 의료기기 부품 부문에서는 다품종 및 단납기에 대응할 수 있는 생산시스템을 보유하고 있음.
1363,016100,"1986년 설립되어, 2011년 11월 리더스코스메틱과 합병하여 화장품 제조 및 판매 사업을 영위하고 있음. 2022년 4월 산성피앤씨를 흡수합병함. 국내외 병원을 운영 중인 리더스 피부과의 임상 경험 및 노하우를 토대로 설립된 코스메슈티컬 전문 기업으로 마스크팩을 포함한 기초 라인 제품을 판매하고 있음. 골판지원단을 구매하여 골판지 상자를 재가공하는 지함소 및 골판지상자 최종수요자를 대상으로 판매하고 있음."
1364,012700,"동사는 1977년 설립됐고 영업부문 내 석유사업본부, 소비자금융사업본부, 휴게소사업본부 총 3개 사업본부를 두고 있음. 현재 회사는 석유도소매업, 고속도로 휴게소 운영 및 소비자여신금융업을 주된 사업으로 영위하고 있음. 주요 제품으로는 유류, 소비자금융, 휴게소가 있으며 S-OIL과의 일반대리점 계약을 진행함. 주유소 NETWORK 강화를 통해 안정적인 판매망을 구축하고 다양한 판매촉진 방안 등을 개발 및 수립 중임."
1365,302550,"2003년 7월 31일 설립되어 2019년 12월 09일에 코스닥시장에 상장하였음. 강력한 자기장으로 신경세포의 탈분극 유도를 통해 비침습적방법으로 각종 질환을 치료/재활하는 의료기기를 개발 및 제조하는 업체임. 주요 사업으로는  뇌질환 치료/재활 목적의 뇌재활 사업, 신경자기자극을 활용하여 각종 근골격계 통증치료에 사용되는  만성통증치료사업, 근력 강화를 위한 에스테틱 사업이 있음."
1366,073570,"동사는 반도체 검사장비등 개발 및 제조 사업을 영위할 목적으로 1998년 5월 설립됨. 사업 다각화 과정에서 2019년 2월 콘텐츠 제품 제조 및 판매를 주된 사업으로 영위하는 위드모바일을 합병하고 사명을 더블유아이로 변경함. 2023년 5월 리튬포어스로 상호변경을 하였으며 지적재산권을 활용한 컨텐츠 제품 및 휴대폰액세서리의 제조, 판매를 계속 사업으로 영위."
1367,377450,"동사는 2002년 7월 10일 설립되어 인적 자원 및 데이터 처리 솔루션 활용을 통한 부동산 권원조사 서비스를 주된 사업으로 영위하고 있음. 동사는 채권양도방식의 보증서를 담보로 하는 전세대출에 대한 BM을 개발하고 특허를 취득하였음 동사는 금융기관이 전세대출, 주택담보대출 등 부동산 관련 대출 및 보증상품을 판매하기 위해 실행해야 하는 권리조사 업무를 아웃소싱해 제공함."
1368,277070,"1986년 제정된 '중소기업창업지원법'에 근거하여 설립되었으며, 2018년 3월 14일 상장하였음. '벤처기업육성에 관한 특별조치법' 및 '벤처투자 촉진에 관한 법률'에 의거해 중소,벤처기업 등에 대한 투자를 하고 있음. 중소(벤처)기업 등에 대한 투자금융을 제공하는 벤처캐피탈(Venture Capital, VC)로 투자조합 및 기관전용 사모집합투자기구 결성 및 운영을 주력 사업으로 영위하고 있음."
1369,042500,"동사는 2000년 컴퓨터 네트워크 통신 솔루션 사업을 목적으로 설립되어 2002년 코스닥 시장에 상장됨. 네트워크 설계, 통신 장비공급, 설치 및 유지보수를 포함하는 NI 사업과 클라우드 가상화, AI 인프라구축, 데이터센터 등의 IT사업을 주력으로 영위하고 있음. 폴란드, 중국, 베트남에 현지법인을 설립하여 글로벌 기업 대상 네트워크 솔루션을 제공하고 있음."
1370,193250,"동사는 2004년 05월 21일 스마트폰에 적용되는 진동모터 등 전자부품을 제조, 공급하는 기업으로 설립되었으며, 2014년 12월 29일 코스닥시장에 상장됨. 현재 본사 및 중국, 베트남 내 생산법인을 통하여 진동모터 등 스마트폰에 적용되는 부품을 제조, 공급하는 기업임. 주력 제품은 스마트폰에 적용되는 코인타입 진동모터이며, 주요 고객은 국내 최대의 스마트폰 제조회사 및 글로벌 전자담배 제조업체임."
1371,219420,"동사는 2003년 12월 12일 설립되었으며, 2018년 2월 5일 코넥스시장에서 코스닥시장으로 이전 상장됨. 주력 사업은 생산정보 자동화 사업과 시스템 검증 자동화 사업임. 시스템 검증 자동화 분야에서 주로 블랙박스 테스팅을 중심으로 사업을 진행하고 있음. 동사는 AI 기법을 적용한 영상 분류 및 영상 내 객체 인식 기술을 연구 개발 제품화 하여 고객사에 공급해오고 있음."
1372,439090,"동사의 명칭은 ""주식회사 마녀공장""이며, 영문으로는 ""Manyo Co.,Ltd.""라고 표기함. 2012년 3월 2일에 설립됨. 천연 유래 성분의 자연주의 기능성 스킨케어 제품을 판매하는 화장품 브랜드사로서 클렌징, 앰플, 에센스 및 기타 비건 화장품 등을 주요 제품으로 판매 중. 동사는 '마녀공장', '아워비건'과 같은 기초화장품 브랜드와 향 특화 브랜드인 '바닐라부티크', 색조화장품 브랜드 '노머시' 등을 보유하고 있음."
1373,195500,"2004년 05월 22일 새물내라는 이름으로 설립되어 2008년 9월 10일 현재 상호인 마니커에프앤지로 변경하였음. 계육, 돈육 등 육류를 가공하여 다양한 육가공 제품을 생산하는 식품 제조 사업을 영위하며 주요 제품군은 튀김류, 패티류, 구이류, 육가공류, 훈제류등 7가지로 분류됨. 매출 대부분은 국내에서 발생되고 있으며, 삼계탕, 삼계죽 등 일부 제품의 수출을 통해 미국, 일본, 홍콩 등 해외에 판매하고 있음."
1374,377480,"동사는 2014년 설립되어 인공지능 기반 제품의 개발, 연구를 주요 사업으로 영위하고 있으며, 2023년 '마인즈랩'에서 '마음에이아이'로 사명변경함. 클라우드 기반 인공지능 플랫폼 서비스 '마음에이아이'를 22년 개발 상용화, 23년 고도화를 진행하여 AI기술을 도입하기 원하는 기업들에게 초개인화 맞춤형 인공지능 서비스를 제공하고 있음. 주요 제품으로는 AICC(인공지능콜센터), 마음챗봇, AI Human 로봇 등이 있음."
1375,305090,"동사는 2002년 8월 2일 설립되어 바이오 공정(세포배양시스템), 바이오메디컬(메디컬 자동화 시스템, 바이오 분석시스템, 정밀 현장진단 플랫폼), 진단키트 분야의 사업을 영위하고 있음.비업체 동사의 주요 매출처는 글로벌 30여 개국의 60여 개 파트너사로 이루어져 있음. 바이오분석시스템, 전자동 면역분석시스템 및 고감도 현장진단시스템, 일회용 세포배양시스템 등이 동사의 주요 제품임."
1376,098120,"동사는 반도체 및 전자부품의 검사에 필수적으로 사용되는 부품인 아이씨소켓 및  써멀 프로덱터(Thermal Protector), 산업용 전자개폐기를 제조하여 납품하고 있음. 세미콘 사업부문의 주요 품목으로는 아이씨소켓, 번인소켓, 모듈소켓이 있으며 어플라이언스 사업의 주요 품목으로는 써멀프로덱터, 산업용 전자개폐기, 컨택 어셈블리가 있음. 2023년부터 LS ELECTRIC과 협력하여 어플라이언스 사업부문을 확장 중."
1377,424980,동사는 MEMS기술 전문 회사로 2023년 4월 코스닥 시장에 신규상장함. 주된 사업 아이템은 반도체용 프로브카드로 반도체의 제조 공정 중 테스트 공정에 사용되는 기술집약적 장치로 전기 신호를 이용해 반도체 칩의 결함 여부를 판단하는 검사를 수행함. 동사의 제품은 고객사의 제조 공정에서 불량칩이 후속 공정에 투입 되는 것을 방지하여 수율을 높이는 데 활용되고 있음.
1378,038290,"동사는 1997년 설립되어 2000년에 코스닥 시장에 상장한 기업으로, 유전체 분석, 올리고 합성, 마이크로어레이 분석, 유전자 편집 마우스 생산 등을 주요 사업으로 영위하 20년 이상 꾸준히 유전체 분석 사업을 해오며 기술력과 노하우 및 데이터베이스를 확보하고 있으며, 세계 153여개국에 18,000여 고객을 확보함. 연결대상 종속법인으로는 해외 소재의 유전체 분석 기업 3개사를 보유함."
1379,267980,"2017년 5월 매일유업에서 인적분할 되었으며, 낙농품 및 음료 제조판매/수출입 등을 주요 사업으로 영위. 주요 제품으로는 매일우유, 상하목장 유기농우유, 앱솔루트 명작, 매일바이오, 뼈로가는 칼슘두유 등이 있으며 2023년 12월 말 기준 국내업계 중 최다인 총 17품목의 특수분유를 운영. 백색우유 시장 내 동사의 유기농 제품은 시장점유율 76%로 1위를 견고히 지키고 있음."
1380,005990,"2017년 3월 정기주주총회에서 지주회사 전환을 위한 회사분할에 따라 상호를 매일유업(주)에서 매일홀딩스(주)로 변경하였음. 투자 사업 부문을 담당하는 지주회사인 동사와 유가공사업을 영위하는 매일유업, 음료점 및 음식점업을 영위하는 엠즈씨드가 종속회사로 있음. 또한 유통 및 서비스업을 영위하는 엠즈푸드시스템, 농업회사법인 상하낙농개발, 상하농어촌테마공원을 종속회사로 보유함."
1381,093520,"동사는 분할회사인 코아크로스(구 '매커스')에서 2006년 12월 13일 인적분할하여 2006년 12월 14일 설립되었음. 비메모리 반도체인 FPGA 반도체와 아날로그 반도체 등을 기술영업을 통해 판매하고 기술지원하는 '비메모리 반도체 솔루션' 업체임. AMD(자일링스(XILINX)), 르네사스(RENESAS), 메이콤(MACOM) 등 세계적인 반도체 전문회사들의 제품을 국내에 들여와 기술영업을 하는 반도체 유통업체임."
1382,377030,"동사는 2010년 10월 설립되었으며, 증강현실(AR) 원천기술 개발하고 관련 개발 플랫폼 사업을 영위함. AR 애플리케이션 개발 도구를 제공하는 AR 개발 플랫폼 부문, 현실세계 기반의 XR 메타버스 개발 플랫폼 부문, 산업용 AR  솔루션 부문, 스마트 글래스 솔루션 부문을 영위하고 있음. 현실의 공간맵을 기반으로 다양한 XR 메타버스 서비스를 확장할 수 있는 유일한 플랫폼인 맥스버스를 2023년 10월 정식 출시함."
1383,100590,"동사는 정보통신장비(AP, 광케이블, 교환/위성장비 등)를 개발하여 생산, 판매하는 사업을 영위하고 있는 회사임. 국내 통신사업자를 대상으로 가정 내 단말장비(유무선공유기, 광모뎀, UTP통합모뎀 등) 제조 및 공급을 주요 사업으로 함. 단말장비 사업 외에 통신선로인 광케이블을 직접 생산하여 주요 통신사업자 등에게 제품을 공급 중이며, 수출을 통해 해외시장에도 지속 판매 중임."
1384,067280,"2000년 5월 설립된 동사는 외국어 평가 및 교육서비스, 지식플랫폼에 기반한 지식서비스 사업을 영위함. 교육사업 부문은 온라인과 집합교육 서비스로 구성되어 있으며, 외국어사업 부문은 외국어평가 서비스와 외국어교육 서비스로 구분됨. 지식사업 부문은 기업 CEO 및 임원, 공공부문 기관장들을 대상으로 한 SERICEO, 간부를 대상으로 서비스하는 SERIPro, 대형 법인 및 공공기관을 대상으로 한 지식맞춤서비스를 주로 제공함."
1385,072870,"지배회사인 동사에서 투자 및 기타 사업부문과 출판사업부문, 급식사업부문을 운영하고, 종속회사 중 메가엠디와 그 자회사등에서 교육사업부문을 운영. 교육사업부문은 법학전문대학원, 변호사시험, 의ㆍ치의학전문대학원,  부동산 자격증 준비생 등을 대상으로  온, 오프라인 교육서비스를 제공 중. 출판사업부문은 학습서, 참고서, 유아동 서적 및 단행본을 출판하고 있으며 출판사업의 브랜드는 '메가스터디북스'."
1386,215200,"동사는 2015년 4월 1일을 기준일로 분할 전 메가스터디에서 중고등 온오프라인 사업부분이 인적분할되어 교육용역사업을 목적으로 설립되었음. 사업부문별로 보면 초중등사업부문, 고등사업부문, 대학사업부문, 취업사업부문, 임대 관련 기타사업부문 등으로 구성되어 있음. 각 연령별 교육시장에 진입함에 있어 각기 다른 브랜드를 사용하여 서비스의 차별성을 부각시키고 시장의 특성에 맞는 서비스를 제공하고 있음."
1387,133750,"동사는 2004년 설립되었으며, 메가스터디의 계열회사로 대학생 및 일반성인을 대상으로 교육 콘텐츠를 제공하는 종합 교육기업임. 동사의 사업부문은 법학전문대학원(LEET), 의ㆍ치의학교육 입문검사(MㆍDEET) 등의 전문직 수험부문과 공인중개사 등의 자격증 취득부문으로 구분됨. 2024년 3분기 기준 전문직 수험부문 매출 비중이 약 72.4%, 자격증 취득부문은 27.6%를 차지함."
1388,446540,"배터리 충방전용 테스트 PIN 과 CLIP, 그리고 반도체 TEST용 PROBE PIN, ICT PIN 등을 개발, 제조, 판매 하고 있음. 배터리 사업 부문은 배터리 제조공정인 전극 공정, 조립 공정, 활성화 공정 중에서 활성화 공정에서 사용되는 핀을 제조하고 있음. 반도체 사업 부문은 비메모리반도체 벨류체인 상 후공정 프로세스 중에서 주로 Wafer Test와 Final Test등 테스트 공정에 사용되는 핀을 제조하고 있음."
1389,235980,"동사는 2013년 6월 설립되었으며 전문의약품, 항암제, 면역항암제 등을 개발하고 있음. 맞춤형 치료제 개발을 위한 표적을 발굴하고, 저분자화합물, 항체의약품 등의 첨단 바이오 기술을 이용하여 바이오마커를 발굴, 개발함. 주력 파이프라인은 면역항암신약 후보물질 백토서팁(Vactosertib)으로, 종양미세환경 조절과 관련된 TGF-β1 신호전달계를 표적으로 하는 혁신 신약임."
1390,041920,"의료기기 전문기업으로 우수한 기술 및 연구인력, 기술인력을 바탕으로 환자감시장치,심장충격기 등을 제조하여 해외 및 국내에 공급하고 있음. 환자감시장치, 심장충격기를 주요제품으로 생산하고 있으며 이들 제품군은 ODM 및 자사 브랜드로 판매하고 있음. 신규사업으로 체성분분석기, 소모품 카테터(PICC) 등의 사업영역에서 제품을 출시하며 사업영역 확대 및 관련 신제품 개발을 진행하고 있음."
1391,014100,"동사는 유아 토털문화기업으로 스킨케어, 수유용품, 완구발육 용품에서부터 유아용 패션에 이르기까지 ""엄마의 또 다른 이름""이라는 모토 아래 육아에 필요한 임상의 과학적인 다양한 제품을 제공함. 스킨케어, 수유용품 등을 품목으로 하는 모자생활 BU 사업부문과 유아동의류를 품목으로 하는 패션 BU 사업부문으로 구성되고 있음. 주요 브랜드로는 Dr.ato, B&B, 더퓨어, UPIS, 타티네 쇼콜라 및 뮤아 등이 있음."
1392,054180,"동사는 2010년 중앙오션과 합병하여 동사 선박의 선수, 선미, 프로펠라보스, 엔진룸 등 특수제작 부문의 블록제작을 주요사업으로 영위하고 있음. 주요 사업부문은 조선블록을 제조하는 조선기자재 부문과 전동기 및 발전기 OEM을 생산하는 전동기 및 발전기 부문 사업부가 존재함. 주로 현대중공업, 효성, 현대로템 등 국내 우량기업들과 거래하고 있음. 신규사업으로 바이오사업 분야에 진출하기 위한 작업을 수행중에 있음."
1393,086900,"동사는 중요한 사업으로 클로스트리디움 보툴리눔 A형독소 및 보툴리눔 독소를 이용한 바이오 의약품의 연구·개발 및 제조·판매를 영위하고 있음. 주력 제품인 보툴리눔 A형 독소 의약품 메디톡신®주(Neuronox®)는 동사가 국내 최초이자 세계 4번째 독자적인 원천기술로 개발한 제품임. 해외 약 30여개국에 제품을 수출하고 있으며, 향후 주요 국가에서의 판매 조직 확대를 통해 해외 부문의 매출 비중이 더욱 증가할 것으로 예상됨."
1394,078160,"동사는 2000년 설립되어 2005년 코스닥 시장에 상장되었으며 제대혈 보관, 건강기능식품 판매, 줄기세포치료제 개발 및 판매 사업을 영위하고 있음. 국내 1위의 제대혈은행 사업자. R&D 파이프라인으로 무릎 퇴행성관절염 치료제 카티스템, 기관지폐이형성증 치료제 뉴모스템, 알츠하이머병 치료제 뉴로스템 등을 보유함. 연결대상 종속회사로 MEDIPOST America와 이뮤니크를 보유. 메디포스트메디투어와 큐로닉스는 기중 청산 완료."
1395,408920,"에스케이증권에이씨피씨제7호기업인수목적 주식회사가 동사를 흡수합병하는 방법으로 합병을 진행하였으며, 존속법인은 합병완료 후에 상호를 주식회사 메쎄이상으로 변경함. 메쎄이상은 2008년 1월 31일 설립, 전시주최 및 대행업을 주된 사업목적으로 영위. 국내 전시회사 중 유일하게 자체 IT 전문인력을 갖춤. 직접 개발한 고객 및 등록관리 시스템, 어플리케이션 등을 통해 전시운영을 선진화 하고 있음."
1396,021880,"수신기능이 없는 대신 채권발행, 차입금, 자본금, 잉여금 등을 통해 조달된 자금으로 여신을 제공하는 것이 주업무임. 동사는 신용카드업을 제외한 시설대여, 할부금융, 신기술사업금융 허가를 득하여 관련 영업 및 일반대출업무를 영위함. 2018년 4월 미얀마 금융당국으로부터 소액금융대출 영업임시인가를 취득하고 2020년 1월 정식인가를 취득함으로써 해외금융사업을 통한 신규사업기회의 교두보를 마련함."
1397,140410,"2002년 동아제약에서 동아팜텍으로 분사하여 2013년 현 상호로 변경하였으며 신약후보 물질의 도입, 개발, 기술이전 사업을 영위 중인 C&D업체임. 발기부전치료제, 전립선비대증치료제, 간문맥고혈압치료제, 폐동맥고혈압치료제, 단심실증치료제 등 다양한 질환 치료제를 개발하여 미국 등 주요국가에 라이선스 아웃 및 수출을 진행함. 신약개발은 장기간과 대규모 비용이 필요하나 특허권과 독점권으로 고부가가치 창출하고 있음."
1398,241770,"동사는 반도체 제조공정의 챔버내의 웨이퍼에 열에너지를 균일하게 공급하는 역할을 하는 메탈히터블럭을 주력으로 생산하고 있음. 질화알루미늄(AlN)등의 세라믹 소재를 이용한 세라믹 부품의 개발 및 반도체용 특수밸브를 개발 중에 있으며, 메탈히터블럭과 함께 부품사업부문의 비즈니스 포트폴리오를 재구성. 메탈히터블럭의 동사의 시장점유율은 국내 삼성전자 및 SK하이닉스 기준으로 90%이상을 견고하게 기록하고 있음."
1399,059210,"동사는 치과용재료 및 기기, 생분해성 봉합원사, 미용성형용 원사 및 관련상품, 정형외과 및 치과용골수복재, 의료기기 제품을 연구, 개발, 생산하여 판매 중임. 주요 사업부문은 덴탈, 봉합사, 성형사 등 미용재료 와 통신장비 관련으로 구성되어있으며 매출의 90%는 덴탈과 봉합사 사업부에서 발생하고 있음. 동생분해성 고분자물질을 사용한 연조직고정용장치 및 복강경시술 기구등의 개발을 통해 메디칼소재 전문기업으로 성장해나가고자 함."
1400,058110,"동사는 1998년 설립되어 응급실 및 중환자실에 필수적으로 사용되는 인공호흡기 및 환자감시장치를 설계, 제조, 판매하는 중환자용 의료기기 전문 제조업체임 그 외 산소포화도 측정기 등의 기타제품과 인공호흡기 소모품 등을 제조, 판매하고 있음. 유량호흡치료 기술을 기반으로 호흡치료기 등을 개발하여 세계에서 가장 앞선 기술로 세계 호흡치료 시장을 선도하는 당사의 차세대 성장동력으로 만들어가고 있음."
1401,434480,"B2B SaaS(서비스로서의 소프트웨어) 전문기업으로 자리매김하며 웹방화벽과 보안웹게이트웨이 서비스 분야에서 국내 시장을 리딩하고 있음. 동사의 판매경로는 직접판매와 간접판매로 구분되며, 간접판매의 경우 공공시장 판매를 위한 조달파트너를 통한 판매와 일반파트너를 통한 판매로 구분됨. 클라우드 보안서비스의 경우 간접판매의 형태로 파트너의 브랜드로 서비스를 제공하는 판매형태인 화이트 레이블링 파트너쉽을 일반파트너와 별도로 운영함."
1402,080420,"주요사업은 세라믹 소재를 기반으로 한 전자기기 부품을 제조하는 전자부문과 백화점 수준의 서비스를 제공하는 도심외곽형 아울렛을 운영하는 유통부문임. 전자부문은 전자기기에 적용되어 정전기 및 전자파 방지부품을 제조하고 있음. 유통 부문은 백화점형 할인점 등을 운영하여 의류 브랜드의 이월상품 및 기획상품 등을 상시 할인된 가격으로 판매하고 있음. 2019년 100% 자회사인 모다와 모다아울렛, 에코유통, 에이치엠리테일을 흡수합병함."
1403,417970,"1993년 제일엔지니어링으로 개업 후, 2005년 법인 전환을 통해 설립됨. Apple, Amazon, Samsung, Google, Tesla, Abbott, Novartis 등 전세계 500여 고객사를 지원하는 첨단 기술 솔루션 회사. Hi-Fi 외형 모델부터 최첨단 우주항공 및 로보틱스 메가트로닉스 부품, 첨단 기술 의료 디바이스 부품에 이르기까지 생산 공정 및 품질 관리 시스템을 기반으로 탁월한 토탈 솔루션을 제공."
1404,080160,"동사는 관광진흥법에 근거하여 일반여행알선업, 항공권 및 선표 발권 판매업 등을 영위할 목적으로 1989년 설립되었음. 여행알선 서비스는 여행상품을 B2B 위주로 판매 하고 있음. 호텔위탁운영 및 대행 서비스는 B2B와 B2C 채널을 통해 판매 및 호텔을 운영하고 있음. 부동산투자 부문은 부동산 증권 투자, 금융기관에 예치, 부동산 임대차 등의 방식으로 수익을 창출하며 2024년 1분기 기준 매출이 발생하지는 않음."
1405,087260,"동사는 영상기록장치, ADAS, HUD, 내비게이션 제조 및 유통, 판매하는 사업을 영위하고 있음. 스마트카 및 완전자율주행자동차의 기반 기술이 될 수 있는 레이다영상기록장치, ADAS(Advanced Driver Assistant System), HUD(Head Up Display)등의 제품들을 선정 후 개발. 해외 시장 개척과 시장점유율 확대를 위하여 우선적으로 B2B 방식으로 시장 진출을 진행하고 있음."
1406,101330,"동사는 휴대폰부품, 자동차부품, 산업용 재봉, 자수기 제조 판매 사업을 영위하고 있음. 동사는 휴대폰 부품 등 제품을 생산하여 삼성전자에 공급하고 있으며, 주요 종속회사인 모베이스전자는 자동차 부품 등을 현대/기아 등에 공급하고 있음. 종속회사인 Mobase Vietnam, Mobase India, 썬스타, 모베이스전자, 모베이스오토테크, 모베이스오토 등을 통해 사업을 영위하고 있음."
1407,012860,"동사는 자동차용 전자부품 및 전장부품을 제조 및 판매를 주사업으로 영위함. 스마트키 시스템, Car Lock Set 등의 스위치류와 BCM, 무선충전기, 집중형조작계, Immobilizer 등의 전자Unit 등을 생산, 공급하는 동종업계의 선두주자임. 전기차 시장 진출을 도모하며 BMM(Battery Management Module), BMS(Battery Management System, 배터리제어시스템) 등을 수주 및 양산."
1408,363260,"모바일 마케팅 플랫폼 '모비커넥트'를 보유하고 있으며, 마케팅 서비스(퍼포먼스마케팅, 미디어렙)와 마케팅 유관 사업(마케터 생태계 연결)을 영위 중. 마케팅 관련 생태계 전반에 포진되어 인지도를 높이고 퍼포먼스 마케팅 서비스 혹은 미디어렙 서비스를 의뢰하게 되는 플랫폼형 비즈니스 모델을 확보하고 있음. 2023년 6월 종속회사로 모비콘텐츠테크를 설립했고, 이후 K-POP 콘텐츠 관련 사업을 영위하는 코코다이브를 인수함."
1409,348030,"동사는 게임 내 재화를 판매하는 '인앱 결제 매출'과 광고 플랫폼을 통해 광고를 공급받아 게임 사용자에게 노출시킨 대가인 '광고 수익화 매출'로 구분함. 모바일 게임 개발과 글로벌 퍼블리싱 사업을 영위하고 있으며, 주로 캐주얼 장르 및 미드코어류 RPG 장르 게임을 개발 및 공급하고 있음. 현재까지 전세계에 약 300종 이상의 게임을 출시한 경험과 보고서 작성기준일 현재 약 220종 이상의 게임을 서비스하고 있음."
1410,250060,"2016년 설립되어 하나금융인수목적 주식회사와 합병을 통해 2017년 코스닥 시장에 상장하였고, 피합병회사인 모비스는 2000년 설립되었음. 국가 차원에서 수행되는 대형 과학 프로젝트인 빅사이언스 시설물 제어에 필요한 제어시스템 및 장비를 공급하는 사업을 영위하고 있음. 향후에는 보유하고 있는 머신러닝 플랫폼(MoI)이 적용될 수 있는 다양한 산업으로 사업을 확대할 예정임."
1411,288980,2014년 설립되어 국내 최초로 인공지능(AI) 기술을 활용한 이상탐지 및 예측솔루션 제품을 출시한 인공지능 전문기업임. 대다수 산업의 생산과 공급 모든 과정이 온라인으로 통합되고 있는 4차산업 시대에 동사는 ICT 인프라의 장애 방지를위한 인공지능 이상탐지 기술을 자체 연구 개발했음. 2023년 1월 디지털 헬스케어 전문 기업인 메디에이지를 인수해 디지털 헬스케어 시장에 본격적으로 진출 및 공략하고 있음.
1412,142760,"동사는 자체 플랫폼 기술을 활용한 바이오 신약개발사업을 중심으로 건강기능식품과 화장품 등의 컨슈머사업, 전문의약품 및 의료용품 유통사업을 영위. 신약후보물질 개발을 위해 자체 플랫폼 기술 (HumaMAX, MucoMAX)을 활용하여 기초 연구에서부터 임상 연구까지 다양한 단계의 파이프라인을 보유하고 있음. 항암제 개발을 위한 해외 합작법인(Quintrigen)을 설립 운영중에 있음."
